Company Name,Year,Date,Text,URL,word_count,Cat_E,Cat_S,Cat_G,Cat_N,Resource_Use_active,Emissions_active,Innovation_active,Workforce_active,Human_Rights_active,Community_active,Product_Responsibility_active,Management_active,Shareholders_active,CSR_Strategy_active
Adidas AG,2026,2026-02-23T12:48:28.842Z,"The path to success is full of turns – Mikaela Shiffrin inspires at every single one🏅⛷️ 

Mikaela Shiffrin started her career young and with an astonishing series of successes – including Olympic Gold Medals at the 2014 and 2018 winter games.  

Then came the devastating loss of her father in 2020; Beijing in 2022, which she left without wins; and a major injury in 2024.  

At times she considered stopping skiing altogether.  

But she confronted each loss by stepping into her boots, clicking back into her skis, and easing back into her side-to-side turns at breakneck speeds. 

When her mother asked what keeps her returning to her sport, she answered: 
“There’s this endless longing to do one more turn a little bit better each run.” 

That’s what she keeps doing. This time, this longing turned into her third gold medal, giving her a new title to add to her long list: more Alpine Skiing Olympic Gold Medals than any other American. 

To find out more about her winding path, watch this exclusive look at a view of her life only a mother could share: https://adidas.pub/45JJSKP

#MilanoCortina2026 #YouGotThis",https://www.linkedin.com/posts/adidas_milanocortina2026-yougotthis-activity-7431681354360102913-8UAl?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADSrhNYB6WX_yttMZS5zKuw4oAmgtZapKSg,187,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Aquafil SpA,2025,2025-12-15T15:46:43.982Z,"Time to celebrate! We are proud that we’ve won the German Sustainability Award for Products in the “Resources” category for our Infinity +Green press felts ♻️ 

This innovation represents our commitment to transforming the paper industry in a sustainable way because:

✔️ Combining of Infinity +Green and press felt recycling reduces Scope 3 emissions by up to 31%. 📉 
✔️ Closed recycling loop reduces product carbon footprint by 16% 📉
✔️ 15% reduction in Scope 3 emissions with Infinity +Green 📉

As Anne Klaschka, Global Product Manager Press Felts, explains: 
“Infinity+Green opens up new opportunities for the paper industry to implement circular economy principles in practice and take responsibility for the future. Receiving the German Sustainability Award confirms that we are on the right track.” 

This success was only possible with a strong partner by our side. This is Aquafil Group for us: A recognized pioneer in polyamide 6 recycling. Together, we can push the boundaries of sustainable innovation and create real impact within the industry.

For Voith, sustainability is more than just a goal—it is firmly anchored in our corporate strategy. We take responsibility for the environment, society, and future generations by developing innovative technologies that conserve resources, reduce emissions, and promote the circular economy.
A heartfelt thank you to all employees, partners, and customers contributing to this great success. Together, we are shaping a sustainable future!

👉 Read the press release here: https://hubs.ly/Q03Y6Gw30

#SustainablePapermaking #GermanSustainabilityAward #DNP25 
Deutscher Nachhaltigkeitspreis",https://www.linkedin.com/posts/voith-paper_sustainablepapermaking-germansustainabilityaward-ugcPost-7406291591813988354-uEy3?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFbZAdQBAOvMn0_k0PYy-o-ADfjWPEjhflg,240,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes
Puma SE,2025,2025-10-02T08:00:01.375Z,"Who Gives a Shirt? We do. Billions of fans do too. ⚽

Our new #ForeverBetter podcast, “Who Gives a Shirt”, takes you on a journey through the past, present, and future of football jerseys - exploring how these iconic garments have shaped culture, identity, and what steps PUMA has taken in sustainability with our recycling initiative RE:FIBRE. Hosted by former footballer Jack Fowler and content creator Kimberley Cumberbatch, the five-part series features designers, superfans, historians, and changemakers (including one of our very own Voices of a RE:GENERATION) to unpack all things football jerseys. Episode one is out now! 

Get ready to fall in love with football shirts all over again 👉 https://lnkd.in/dVSkGbTA",https://www.linkedin.com/posts/puma_foreverbetter-podcast-who-gives-a-shirt-activity-7379424908935680000-sEWr?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAABkg-BgBGuWunYBIUWO3k8jbCtw0MElaMcg,112,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
Moncler SpA,2026,2026-03-25T16:30:07.599Z,"At Moncler, we believe in powering journeys through meaningful connections and shared creativity.

Oliver, the grant awardee of the Central Saint Martins, University of The Arts London course partnered with our creative team, spent time in Milan at Casa Moncler to explore the way ideas evolve into our collections, and engaged in open conversations with our teams about experimentation and future-facing design.
More than a visit, it was an exchange. An opportunity to listen, mentor and be inspired.

At Moncler, We Power Your Journey is not just a promise it is how we nurture talent, create space for growth and build our future together.",https://www.linkedin.com/posts/moncler_at-moncler-we-believe-in-powering-journeys-activity-7442608769357881344-tLFB?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFw5KxUBTouezw-5Spm1grWLwrc8fdqfomg,104,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
Pandora A/S,2026,2026-02-05T11:00:29.037Z,"We are pleased to announce that Philippa Newman will join Pandora as Chief Product Officer on March 9.​
​
Philippa will lead our global product organisation across design, collections management and development.​

She brings more than 25 years of experience from global luxury fashion and accessories. She joins from a position as Chief Brand & Product Officer at Michael Kors with responsibility for brand strategy and product spanning design, merchandising, manufacturing, and sourcing. Her earlier career includes roles at TORY BURCH, Alexander McQueen, and The Donna Karan Company, LLC..​
​
“Philippa has a proven track record of delivering profitable growth for global fashion brands. She combines creative, merchandising and manufacturing leadership with commercial acumen and an exceptional understanding of global consumers. I am delighted to welcome her to Pandora and look forward to partnering with her as we accelerate the next phase of our growth,” said CEO Berta de Pablos-Barbier.​
​
Philippa will report directly to Berta and join our Executive Leadership Team. ​
​
Read the full press release: https://lnkd.in/eXxBxa92

#Pandora #Innovation #Design #Jewellery",https://www.linkedin.com/posts/pandora-a-s_pandora-innovation-design-activity-7425131194507325441-jln9?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADNLBEoB42V1aQkGHNSQP9WCUaOFTYDU7wU,175,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
Aquafil SpA,2026,2026-05-05T10:17:23.741Z,"Two weeks to go until Clerkenwell Design Week, and if knowing that I'll be there to hang out and catch up wasn't enough, then I've got a really good reason why you should be there too.

Architizer Managing Editor and all-around superstar Hannah Rose Feniak will host four panel discussions throughout the week as part of the Design Dialogues programme, in partnership with our good friends at Design Milk. 

She'll be speaking with a fantastic line-up of voices from across our industry, with four sessions spanning material reinvention, brand identity, where we go next with biophilia and the route to certification. 

1. Future Nostalgia: Reinventing Materials
This session examines how circularity and adaptive reuse are influencing the next generation of material thinking.

Tuckey Design Studio (Catarina Kohut); Mamou-Mani Architects and Fab.Pub (Arthur Mamou-Mani); For Everyday Life (Colin McGadie).

2. True to You: Building a Design Brand with Integrity
In an era of constant exposure, this session dives into how firms define and protect their brand DNA beyond logos and visual identity.

Collective Architecture (Sophie Irvine); Ayo Abbas / Abbas Marketing;
Caro Communications (Anya Cooklin-Lofting).

3. Beyond Biophilia: The Next Phase of Nature-Integrated Design
With a focus on health outcomes and neuroarchitectural benefits, this talk looks at how nature-integrated design is evolving into a more rigorous and measurable practice.

SpaceInvader (Sarah Dabbs); KPF.

4. Circular pathways to certification: unlocking LEED, BREEAM, WELL and GENSLER with ECONYL® and R2R® (in partnership with Aquafil Group)
This panel explores how ECONYL® regenerated nylon and the R2R® program facilitate obtaining international sustainability certifications such as LEED, BREEAM, and WELL.

Cristina Stefani, Aquafil Group

If you want to find out more or meet up while the Architizer team are in town, just let me know!

#ClerkenwellDesignWeek #Architecture #Design #MaterialInnovation #Sustainability #CDW",https://www.linkedin.com/posts/samfreww_clerkenwelldesignweek-architecture-design-activity-7457360893602013185-HgET?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAABs09r4BuVySre7W6Nsx80Mjly2zKtSu_JM,295,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes
Wolverine World Wide Inc,2025,2025-07-01T19:06:34.848Z,"We’re proud to share that our President and CEO, Christopher Hufnagel, has joined the Board of Directors at The Economic Club of Grand Rapids. This opportunity aligns with our vision to Make. Every Day. Better., not just within our company, but across the communities we serve. 

Through this partnership, we’re deepening our commitment to fostering meaningful dialogue, supporting regional growth, and helping shape a vibrant economic future for West Michigan.",https://www.linkedin.com/posts/wolverineworldwide_we-are-excited-to-announce-our-newest-board-activity-7345890582218620928-u7VZ?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAEjdb4wBvWe29gldZm-UrXxGrrhOLuJsGwY,70,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No
Adidas AG,2025,2025-10-16T10:05:09.825Z,"Celebrating football legends at our HQ ⚽🇩🇪 
 
Pure goosebumps as we welcomed the entire former German national team who won the FIFA World Cup in 1990 to our HQ campus in Herzogenaurach.  
 
35 years after lifting the FIFA World Cup trophy, three of these most famous German football stars ever took the stage to share stories, laughter, and the passion that shaped generations: Rudi Völler, Jürgen Klinsmann and Lothar Matthäus. 🙌 
For our colleagues and their families and friends, it was a journey back in time to one of football’s greatest moments. 
 
👀 Special surprise: Three lucky fans from the audience went home with signed replicas of the iconic 1990 Germany jersey – a true piece of football history. 
 
Thank you, legends, for bringing back the unforgettable magic and spirit of 1990. ✨ 
 
#inside3stripes #adidasFootball",https://www.linkedin.com/posts/adidas_inside3stripes-adidasfootball-activity-7384529831776010240-GjJZ?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAD2I9Z8B375LXs5HhGiec5aEp0Oo3zrqv98,135,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Christian Dior SE,2026,2026-02-02T08:53:06.247Z,"Dior Spring Summer 2026 Haute Couture.

Glimpses behind the scenes at the making of Creative Director Jonathan Anderson’s first foray into couture for the House. Influenced by nature and the work of artist Magdalene Odundo, the collection’s extensive examples of savoir-faire range from the thousands of hand-dyed silk cyclamen flowers individually hand-embroidered to superimposing layers of net for tweed effects, sharply tailored takes on the iconic Bar jacket in icy jacquards, and the development of new techniques to create near-weightless volume that saw the ateliers collaborating with architectural specialists.
 
Discover more https://lnkd.in/emczZhfu
 
#DreamInDior",https://www.linkedin.com/posts/christian-dior-couture_dreamindior-activity-7424011974725947392-pTxB?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADxeUlUBCd9hAkKTauhprPVFe0x_J25JAyE,93,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Zhejiang Semir Garment Co Ltd,2025,2025-09-17T03:30:04.768Z,"🎉 GRAND OPENING: BALABALA THISO MALL SALA AND THE JOURNEY TO YOUR HEART

Last week saw balabala officially opening at Thiso Mall Sala (balabala's 10th store in Vietnam), marking its first step in Thu Duc City with three days filled with joy! 💖

😍 From early morning, families eagerly lined up to check in, while little ones excitedly tried on clothes, received gifts, enjoyed delicious popcorn, and played nonstop. The sound of cheerful laughter and the sparkling eyes of the children are everywhere as you stroll around in our store.

💫 Million thanks to parents, for trusting balabala—where fashion is not only fasinating but also brings the whole family together.

Hopefully, we’ll be welcoming more stores soon under the Franchise model.

🎈 For more store locations, new arrivals and creative collections, come and check it out on our website: https://lnkd.in/ehBHuqAC

Contact us for more information 😎 😎
📧 Email: phuc@semir.com
Phone: (+84) 939 72 3892

#balabalaVietnam
#SemirGroupInternational
#GrandOpening
#KidsFashion
#ThisoMallSala
#FamilyTime",https://www.linkedin.com/posts/semir-international_balabalavietnam-semirgroupinternational-grandopening-activity-7373921157458071552-JvQ9?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAD83cM8BveTBQe8d728MIe5rgAE_6phyUq0,161,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Wolverine World Wide Inc,2025,2025-06-19T20:30:01.097Z,"Please extend a warm welcome to our new Work Group Head of Sales, Jim O'Connor.
 
Jim brings over two decades of footwear and apparel industry experience, with previous executive roles at Timberland PRO, Shoes for Crews, and Lands' End, among others.
 
He has an extensive background in commercially led businesses across product, sales and marketing and building strong relationships - both internally, with team members, and externally, with customers.
 
We look forward to the impact he'll have on our Work Group portfolio (Bates, Cat Footwear, Harley-Davidson Footwear, Hytest, Wolverine Boots & Apparel), as we continue to advance the organization and Make. Every Day. Better. 

Welcome to #WOLVER1NE!",https://www.linkedin.com/posts/wolverineworldwide_wolver1ne-activity-7341562925561614336-P3es?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAEjdb4wBvWe29gldZm-UrXxGrrhOLuJsGwY,107,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Suominen Oyj,2026,2026-04-08T10:02:31.611Z,"Sustainability is not a side topic 

At Suominen, sustainability is a core element of our business model — guiding how we design products, run our manufacturing and create long-term value. 

Our vision is to be the frontrunner in nonwovens innovation and sustainability. 

Sustainability at Suominen begins with the recognition that our business model places us at the heart of several global environmental and social challenges. As a developer and manufacturer of nonwovens used largely in single-use applications, we operate in a value chain where raw material choices, manufacturing efficiency and product end-of-life all shape our impact. 

Through our double materiality assessment, we have identified our most significant impacts — including greenhouse gas emissions, resource use and the single-use nature of many end-products. 

These insights guide our Sustainability Agenda 2025–2030, focusing on innovation, operations and people. 

👉 Read more in our 2025 Annual Report, including our Sustainability Statement: https://brnw.ch/21x1plk

#sustainability #manufacturing #ESG",https://www.linkedin.com/posts/suominen-corporation_sustainability-manufacturing-esg-activity-7447584656792731649-l2cv?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAChuQRMBdHkIwKp5VAh3LX4A3zkCuYtgrK0,151,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes
Gabriel Holding A/S,2026,2026-03-19T11:50:00.529Z,"During CPH:DOX, we are proud to be part of one of the world’s leading documentary film festivals as official partner, contributing fabrics that play a key role in shaping the overall experience.

Throughout the festival, our textiles play a central role in defining the spaces surrounding the screenings. The interior design, created by architects Sarah Falk Fredelund  and Mikkel Møller Roesdahl // TERROIR, demonstrates how fabrics can set the tone – from large-scale installations to upholstered furniture and tactile surfaces.

More than just materials, the textiles become part of the spatial narrative, influencing how we experience, move through and connect within the setting. From metres of suspended fabric to fully upholstered elements, the expression is continuously transformed through textile choices.",https://www.linkedin.com/posts/gabriel_during-cphdox-we-are-proud-to-be-part-of-activity-7440363948203245568-uieM?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAEsntggBsZ3j--2X3xlvXMIZKK2Ymt0pMxg,120,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Christian Dior SE,2025,2025-11-04T17:38:28.185Z,"At #Dior, passion is at the heart of our creations.
Rooted in Dior’s tradition of cinematic elegance, the House dressed Robert Pattinson, Jennifer Lawrence, and LaKeith Stanfield in creations by Jonathan Anderson for the “Die My Love” premiere, meticulously crafted in the Dior Atelier.

Discover more on: https://lnkd.in/eghSauaD

#DreamInDior",https://www.linkedin.com/posts/christian-dior-couture_dior-dreamindior-activity-7391529279412551680-CDLR?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADutyfIBNJBCHOdkrHWz4jsLK00pw1OjKrE,49,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Magnera Corp,2025,2025-06-19T14:03:04.086Z,"Ready to transform the dining experience with Magnera? Our premium tabletop solutions combine elegant, linen-like quality with the convenience of disposables—enhancing value for facilities and delighting end users. From napkins and table covers to placemats and beyond, we tailor every detail to elevate your brand. Key product highlights include: 

👔 Fabric-like feel, combining the elegance of linen with the convenience of disposability 
 💪 Designed for durability without compromising comfort
🍔 Food contact safe
🎨 Limitless color options and tailored branding opportunities
✔️ FSC™ and SFI certified offerings available*

Wherever your business operates, Magnera delivers. Thanks to our global production network, we’re ready to support your needs, anywhere in the world. To learn more about our premium tabletop solutions, visit https://hubs.la/Q03sRYcq0 or reach out to info@magnera.com 

*FSC-C146914 & FSC-C044059",https://www.linkedin.com/posts/magneracorporation_ready-to-transform-the-dining-experience-activity-7341465546359463936-nEwr?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADRXRsIB9zu2az4kk3iUiGhojRxbcoUkI6g,128,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No
Kordsa Teknik Tekstil AS,2026,2026-03-02T12:43:55.060Z,"What is the real determining factor in cybersecurity technology or awareness?

In our latest article, we emphasize that the biggest cyber risks often stem not from complex attacks, but from simple gaps in awareness. Discover how cybersecurity in 2026 requires not just technology, but a culture of awareness at every level.

#Kordsa #WeReinforceLife",https://www.linkedin.com/posts/kordsa_kordsa-wereinforcelife-activity-7434216921094508544-Kuqn?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAACFk2oAB4HsW-myWfpqUOpb97fs2R8j-x7A,53,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No
Columbia Sportswear Co,2025,2025-07-15T16:00:37.098Z,"At Columbia Sportswear, doing the right thing for our communities isn’t just a value—it’s a commitment.
 
This past Thursday, our Community Impact team hosted a Partio (party on the patio - if you know, you know) at our Portland HQ campus, to encourage and inspire employees to get involved and give back to our communities.
 
We empower our global full-time employees to make a difference through:
🔹 16 hours of paid volunteer time annually
🔹 A donation matching program ($1000/match annually)
🔹 Long-standing partnerships with organizations focused on Conservation and creating Access to the Outdoors for Everyone like Leave No Trace, National Park Foundation, Access Fund and Planet Water.
 
From local parks to global initiatives, our teams are creating positive change where they live and work.🌎",https://www.linkedin.com/posts/columbia-sportswear_at-columbia-sportswear-doing-the-right-thing-activity-7350917213341593600-2jeh?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAA0fhnwBs426nttGUUr89LxGZhp79qwGkkc,126,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No
Rocky Brands Inc,2025,2025-08-13T14:00:32.118Z,"A huge thank you to Rene Redd for joining us onsite to share her knowledge and passion for Alzheimer’s Awareness 💜.

We learned so much about the importance of prevention and early detection—insight that can make a real difference in our lives and our loved ones’ lives.

Your time, expertise, and commitment to this cause are truly appreciated!

To learn more about resources available to you, visit: https://www.alz.org/",https://www.linkedin.com/posts/rocky-brands-inc-_a-huge-thank-you-to-rene-redd-for-joining-activity-7361396241567502337-9C80?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFdYyd0BTSuVrxvJqZL4N_g1DlSykWVEEbE,68,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No
Hugo Boss AG,2026,2026-03-13T10:56:56.104Z,"This year at HUGO BOSS, we kept the momentum going well beyond #InternationalWomensDay.  

This week in Metzingen, we focused on how sharing knowledge and experience can help bridge the AI gap for women — led by women! Our campus became a hub for AI, learning, and empowerment: we kicked off our brand-new AI Learning Days format, tested skills in an interactive Prompt Arena, and offered hands‑on demos with VR headsets to explore the intersection of women’s health and AI. We were also excited to welcome renowned AI thought leader Nicole Büttner as a guest speaker for our Women in AI talk, sharing inspiring perspectives on how women are shaping the future of AI and innovation.  

When more women are part of the AI conversation, the solutions we create become smarter, fairer, and more inclusive. How do you create AI opportunities for women in your workplace? 

Learn more about International Women’s Day at HUGO BOSS: on.hugoboss.com/IWD26 

#IWD2026 #insideHUGOBOSS",https://www.linkedin.com/posts/hugo-boss_internationalwomensday-iwd2026-insidehugoboss-activity-7438176264563343360-sIbO?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADwKdxQBULMj_xLnkYanIIS_uO8YRpRybDA,157,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No
Pou Chen Corp,2025,2025-09-27T03:00:02.929Z,"👉 After a week full of hard work, deadlines and busy routine, its time to hit that pause. Relax, recharge and take a rest. Slow down and enjoy every hour of your moments.

🤔 Do you have any plans for the weekend yet ?

If not than here is some suggestions on what you can do for the weekend : 
💠Spend time with friends
💠Gather together with family
💠Simply enjoy the comfort and just rest

💙 Whatever you choose, make sure it’s something that brings you joy. Work will always be there on Monday, but these moments are for you.

#Pouchengroupindonesia #manufacture #atleticshoe #WeekendVibes #WorkLifeBalance #weekendrelax",https://www.linkedin.com/posts/pouchengroupindonesia_pouchengroupindonesia-manufacture-atleticshoe-activity-7377537478653640704-CN-c?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFgjPbUBezTI8Hq3YZEHPDYXMhtl4HhVFkU,106,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Kordsa Teknik Tekstil AS,2025,2025-05-21T13:20:00.224Z,"On May 21, we celebrate the cultures that connect us—not just across borders, but through every idea, every moment, every team spirit.

From Türkiye’s vibrant collaboration to Brazil’s rhythm and energy, from Thailand’s graceful traditions to the diverse perspectives in the U.S., and the heritage woven into life in Indonesia—our diversity reinforces who we are. ✨

Happy World Day for Cultural Diversity for Dialogue and Development from all corners of #Kordsa!",https://www.linkedin.com/posts/kordsa_kordsa-activity-7330945460754366464-gYDh?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAACFk2oAB4HsW-myWfpqUOpb97fs2R8j-x7A,71,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
Christian Dior SE,2026,2026-03-07T11:00:01.309Z,"The iconic Bar jacket continues its evolution for the Dior Autumn Winter 2026-2027 collection, calling on the savoir-faire contained in the tailoring atelier to reinterpret it in baby llama fabric with the comfort of a cardigan and a pronounced peplum of softly gathered folds.

(Re)watch the show on.dior.com/aw2026-27-lk

#DreamInDior",https://www.linkedin.com/posts/christian-dior-couture_dior-autumn-winter-2026-2027-savoir-faire-activity-7436002714175721472-bzv8?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADxeUlUBCd9hAkKTauhprPVFe0x_J25JAyE,49,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Levi Strauss & Co,2026,2026-04-27T19:11:24.429Z,"True Originals live at the intersection of culture, self‑expression and progress. Our global brand campaign, “Behind Every Original,” brings that idea to life by spotlighting individuals who don’t just follow culture — they move it forward. From musicians and athletes to designers and artists, these ambassadors reflect the many ways originality shows up around the world. Here’s a closer look at the faces beyond the backsides featured in the campaign and why they matter to us.

Learn more ➡️ https://lnkd.in/eZC5yECa",https://www.linkedin.com/posts/levi-strauss-%26-co-_true-originals-live-at-the-intersection-of-activity-7454608156489363456-NlkJ?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADAEIjUB6-0Ki4Mn4tqi3dc1q7EgfDhzXsM,80,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Rocky Brands Inc,2025,2025-12-25T15:00:17.169Z,"As we wrap up another year at Rocky Brands, we want to thank our amazing team, partners  and customers for making it so special. Wishing everyone a Merry Christmas and Happy Holidays from Rocky Brands! 🎄",https://www.linkedin.com/posts/rocky-brands-inc-_as-we-wrap-up-another-year-at-rocky-brands-activity-7409971252351762432-bzt8?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFdYyd0BTSuVrxvJqZL4N_g1DlSykWVEEbE,36,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Lakeland Industries Inc,2025,2025-06-30T21:16:26.654Z,"How do you turn fitness into connection and competition into community?

You do it through the Firefighter  Challenge League.
 
We take pride in not only manufacturing gear that protects first responders on the job, but also in supporting the people who wear it when they’re off the clock.

Today, we’re proud to officially launch the Lakeland Sponsored Athlete Firefighter Challenge Team. A team of dedicated, driven athletes who bring their all to the course just like they do to their everyday roles. These are first responders who stay ready, stay competitive, and stay connected through something they genuinely enjoy.

We're honored to support them with gear, meals, and encouragement as they train, compete, and inspire.

Please help us welcome:
Michael Greene
Michale Coleman
Taylor Ward
Jake Lanier
Phillip Washburn
Shantel Lund
Gene Liford
Brandon Corley
Nick Motta
Evan Smart
Louie Disney
Allison Holmerg
Quinlan Roe
Noah Wolsey
 
📸 We’ll be introducing each athlete individually over on Instagram, so be sure to follow us at @lakelandfireandsafety to see their journeys and cheer them on throughout the season.",https://www.linkedin.com/posts/lakeland-fire-and-safety_how-do-you-turn-fitness-into-connection-and-activity-7345560875556102146-848A?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAC068VkBV9XY3vJkG9xYvL4BarqCBKeMpgc,176,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No
Aquafil SpA,2026,2026-02-18T15:55:24.781Z,"Excited to see that sustainability in design continues to make steady progress in the U.S. And it’s interesting to see that it might not be quantified the way we originally thought. 

For example, according to the US Sustainable Design Report from Metropolis Magazine and Interface, “less than 3% of building square footage is formally certified under any sustainability standard—not because action isn’t happening, but because responsibility is spread across many frameworks.” 

At first glance, that statistic might make it seem like sustainability is stalled. But real progress isn’t something that can be reflected in a certification or a standard. It requires multiple systems, collaborators, and stakeholders across the value chain working together. 

That’s exactly what we see at Aquafil Group. With the ECONYL® brand process, we’ve transformed nylon 6 into a circular material by building new collection systems and partnering with like-minded organizations looking to push the needle on design and innovation. 

Sustainability is a team sport, and requires us to work together to make smarter decisions that drive meaningful change.

Read the full report: https://lnkd.in/e8ZvttkN",https://www.linkedin.com/posts/franco-rossi-58347512_excited-to-see-that-sustainability-in-design-activity-7429894984729931776-_9g3?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAABs09r4BuVySre7W6Nsx80Mjly2zKtSu_JM,176,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes
Shenzhou International Group Holdings Ltd,2026,2026-05-08T01:00:01.388Z,"We are honored to be recognized by adidas at the Global Supplier Summit in Vietnam.

Shenzhou Group received three adi STARS 2025 awards: Most Valuable Player, People, and Most Agile — and was the only apparel supplier to receive the MVP award.

This recognition reflects the dedication of our teams and the strength of our long-standing partnership with adidas.

Thank you to adidas for the trust and recognition.
#ShenzhouGroup #adidas #SupplierExcellence #Partnership #Sustainability #ApparelIndustry",https://www.linkedin.com/posts/shenzhou-intl_shenzhougroup-adidas-supplierexcellence-activity-7458319767230156800-ya_l?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAB8kdkMBF6Kz93qH-RaPDvgd6OxdCy82p3U,74,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Pandora A/S,2025,2025-10-22T14:23:41.806Z,"Our Copenhagen flagship store has been transformed, brought to life by the spirit and symbolism of Pandora’s Talisman Collection.

This season, the store has become a space of meaning and discovery, celebrating the launch of Pandora Talisman — a collection that reimagines our iconic charms through modern craftsmanship and ancient inspiration.

Inspired by the design language of ancient coins, the Talisman medallions feature intricate engravings, Latin inscriptions, and symbolic motifs, from arrows of resilience to celestial icons. Each piece tells its own story of love, protection, and strength.
 
We invite you to step inside, explore, and discover the Talisman that speaks to you ✨
 
#Pandora #BeLove #PandoraTalisman #FlagshipStore #Craftsmanship",https://www.linkedin.com/posts/pandora-a-s_pandora-belove-pandoratalisman-activity-7386769220933595136-2W43?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADNLBEoB42V1aQkGHNSQP9WCUaOFTYDU7wU,109,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Calida Holding AG,2026,2026-05-08T14:08:05.207Z,"Insightful behind-the-scenes perspectives on CALIDA’s upcoming HW26 collection ✨

The clear focus on quality, warmth and exceptionally soft fabrics underlines the brand’s commitment to creating products designed for long-lasting comfort and wear.

The Design Process Board is a particularly strong element, offering valuable transparency into how concepts evolve into final products – from initial inspiration and material selection through to colour and design execution. 🧵🎨

Thank you for sharing these impressions, and congratulations to the entire team on a successful Press Day in Munich. 👏",https://www.linkedin.com/posts/calida-group_calida-pressdays-hw26-activity-7458518089941557249-W8yo?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAACWcyokBXhZ3_XiOKwQKBXR6MLb-fun3aMA,85,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No
